Year,Month,Day,APCode,Snow,Prcp
2008,2,2,LAS,0.0,0.0
2008,2,2,RNO,0.0,0.0
2008,2,2,LAX,0.0,0.0
2008,2,2,MDW,0.0,0.0
2008,2,2,OAK,0.0,94.0
2008,2,2,PDX,0.0,180.0
2008,2,2,PHX,0.0,0.0
2008,2,2,SAN,0.0,0.0
2008,2,2,SEA,0.0,0.0
2008,2,2,SJC,0.0,15.0
2008,2,2,SLC,0.0,0.0
2008,2,2,RSW,0.0,0.0
2008,2,2,BWI,0.0,0.0
2008,2,2,ISP,0.0,0.0
2008,2,2,MCO,0.0,0.0
2008,2,2,PHL,0.0,0.0
2008,2,2,ABQ,0.0,0.0
2008,2,2,AUS,0.0,0.0
2008,2,2,BNA,0.0,0.0
2008,2,2,ELP,0.0,0.0
2008,2,2,HOU,0.0,0.0
2008,2,2,MCI,0.0,0.0
2008,2,2,SAT,0.0,0.0
2008,2,2,SFO,0.0,58.0
2008,2,2,SMF,0.0,76.0
2008,2,2,TUS,0.0,0.0
2008,2,2,DAL,0.0,0.0
2008,2,2,HRL,0.0,0.0
2008,2,2,TPA,0.0,0.0
2008,2,2,SDF,0.0,0.0
2008,2,2,BHM,0.0,0.0
2008,2,2,STL,0.0,0.0
2008,2,2,BOI,13.0,3.0
2008,2,2,DEN,15.0,0.0
2008,2,2,GEG,10.0,8.0
2008,2,2,BUR,0.0,0.0
2008,2,2,ONT,0.0,0.0
2008,2,2,SNA,0.0,0.0
2008,2,2,CLE,0.0,0.0
2008,2,2,CMH,0.0,0.0
2008,2,2,DTW,0.0,0.0
2008,2,2,FLL,0.0,0.0
2008,2,2,LIT,0.0,0.0
2008,2,2,OKC,0.0,0.0
2008,2,2,OMA,0.0,0.0
2008,2,2,TUL,0.0,0.0
2008,2,2,ALB,0.0,0.0
2008,2,2,BDL,0.0,0.0
2008,2,2,BUF,5.0,5.0
2008,2,2,IAD,0.0,0.0
2008,2,2,IND,0.0,0.0
2008,2,2,JAX,0.0,0.0
2008,2,2,MHT,0.0,5.0
2008,2,2,MSY,0.0,0.0
2008,2,2,ORF,0.0,0.0
2008,2,2,PBI,0.0,0.0
2008,2,2,PIT,0.0,0.0
2008,2,2,PVD,0.0,0.0
2008,2,2,RDU,0.0,0.0
2008,2,3,ABQ,0.0,0.0
2008,2,3,AMA,0.0,0.0
2008,2,3,BWI,0.0,0.0
2008,2,3,DAL,0.0,0.0
2008,2,3,DEN,0.0,0.0
2008,2,3,ELP,0.0,0.0
2008,2,3,HOU,0.0,3.0
2008,2,3,LAS,0.0,0.0
2008,2,3,LAX,0.0,173.0
2008,2,3,LBB,0.0,0.0
2008,2,3,MAF,0.0,0.0
2008,2,3,MCI,0.0,36.0
2008,2,3,MCO,0.0,0.0
2008,2,3,MDW,99.0,41.0
2008,2,3,OAK,0.0,15.0
2008,2,3,PDX,0.0,3.0
2008,2,3,PHX,0.0,0.0
2008,2,3,SAN,0.0,64.0
2008,2,3,SEA,0.0,5.0
2008,2,3,SLC,30.0,23.0
2008,2,3,STL,0.0,36.0
2008,2,3,TPA,0.0,0.0
2008,2,3,TUS,0.0,0.0
2008,2,3,ALB,0.0,0.0
2008,2,3,AUS,0.0,0.0
2008,2,3,BNA,0.0,0.0
2008,2,3,HRL,0.0,0.0
2008,2,3,BDL,0.0,0.0
2008,2,3,BHM,0.0,84.0
2008,2,3,JAX,0.0,0.0
2008,2,3,MSY,0.0,0.0
2008,2,3,SDF,0.0,0.0
2008,2,3,CLE,0.0,0.0
2008,2,3,CMH,0.0,0.0
2008,2,3,DTW,0.0,0.0
2008,2,3,FLL,0.0,0.0
2008,2,3,ONT,0.0,107.0
2008,2,3,PHL,0.0,0.0
2008,2,3,PVD,0.0,0.0
2008,2,3,RDU,0.0,0.0
2008,2,3,SAT,0.0,0.0
2008,2,3,BOI,81.0,41.0
2008,2,3,GEG,8.0,5.0
2008,2,3,RNO,10.0,10.0
2008,2,3,BUF,0.0,0.0
2008,2,3,BUR,0.0,36.0
2008,2,3,SJC,0.0,28.0
2008,2,3,SMF,0.0,18.0
2008,2,3,IND,0.0,41.0
2008,2,3,ISP,0.0,0.0
2008,2,3,JAN,0.0,145.0
2008,2,3,LIT,0.0,8.0
2008,2,3,MHT,0.0,0.0
2008,2,3,OKC,0.0,0.0
2008,2,3,ORF,0.0,0.0
2008,2,3,PBI,0.0,89.0
2008,2,3,PIT,0.0,0.0
2008,2,3,RSW,0.0,0.0
2008,2,3,CRP,0.0,0.0
2008,2,3,TUL,0.0,0.0
2008,2,3,IAD,0.0,0.0
2008,2,3,OMA,8.0,8.0
2008,2,3,SFO,0.0,25.0
