Year,Month,Day,APCode,Snow,Prcp
2008,11,3,MCI,0.0,0.0
2008,11,3,DAL,0.0,0.0
2008,11,3,DEN,0.0,0.0
2008,11,3,FLL,0.0,0.0
2008,11,3,IND,0.0,0.0
2008,11,3,LAS,0.0,0.0
2008,11,3,LAX,0.0,0.0
2008,11,3,MCO,0.0,0.0
2008,11,3,MDW,0.0,0.0
2008,11,3,OAK,0.0,56.0
2008,11,3,OKC,0.0,0.0
2008,11,3,PDX,0.0,173.0
2008,11,3,PHX,0.0,0.0
2008,11,3,SAN,0.0,0.0
2008,11,3,SEA,0.0,81.0
2008,11,3,STL,0.0,0.0
2008,11,3,TPA,0.0,0.0
2008,11,3,TUL,0.0,0.0
2008,11,3,ABQ,0.0,0.0
2008,11,3,ALB,0.0,0.0
2008,11,3,AUS,0.0,0.0
2008,11,3,BDL,0.0,0.0
2008,11,3,BHM,0.0,0.0
2008,11,3,BNA,0.0,0.0
2008,11,3,BUF,0.0,0.0
2008,11,3,BWI,0.0,0.0
2008,11,3,CLE,0.0,33.0
2008,11,3,CMH,0.0,0.0
2008,11,3,DTW,0.0,130.0
2008,11,3,HOU,0.0,0.0
2008,11,3,IAD,0.0,0.0
2008,11,3,ISP,0.0,0.0
2008,11,3,JAN,0.0,0.0
2008,11,3,MHT,0.0,0.0
2008,11,3,MSY,0.0,0.0
2008,11,3,ORF,0.0,5.0
2008,11,3,PHL,0.0,0.0
2008,11,3,PIT,0.0,0.0
2008,11,3,PVD,0.0,0.0
2008,11,3,RDU,0.0,33.0
2008,11,3,RSW,0.0,0.0
2008,11,3,SAT,0.0,0.0
2008,11,3,SDF,0.0,0.0
2008,11,3,LIT,0.0,0.0
2008,11,3,OMA,0.0,0.0
2008,11,3,RNO,0.0,36.0
2008,11,3,SFO,0.0,48.0
2008,11,3,SJC,0.0,25.0
2008,11,3,SLC,0.0,0.0
2008,11,3,SMF,0.0,20.0
2008,11,3,TUS,0.0,0.0
2008,11,3,BOI,0.0,36.0
2008,11,3,BUR,0.0,3.0
2008,11,3,GEG,0.0,0.0
2008,11,3,ONT,0.0,0.0
2008,11,3,SNA,0.0,0.0
2008,11,3,JAX,0.0,5.0
2008,11,3,PBI,0.0,0.0
2008,11,3,ELP,0.0,0.0
2008,11,3,HRL,0.0,0.0
2008,11,4,ABQ,0.0,0.0
2008,11,4,AMA,0.0,0.0
2008,11,4,BWI,0.0,41.0
2008,11,4,DAL,0.0,0.0
2008,11,4,DEN,0.0,0.0
2008,11,4,ELP,0.0,0.0
2008,11,4,HOU,0.0,0.0
2008,11,4,LAS,0.0,0.0
2008,11,4,LAX,0.0,145.0
2008,11,4,LBB,0.0,0.0
2008,11,4,MAF,0.0,0.0
2008,11,4,MCI,0.0,0.0
2008,11,4,MCO,0.0,0.0
2008,11,4,MDW,0.0,0.0
2008,11,4,OAK,0.0,0.0
2008,11,4,PDX,0.0,94.0
2008,11,4,PHX,0.0,0.0
2008,11,4,SAN,0.0,36.0
2008,11,4,SEA,0.0,165.0
2008,11,4,SLC,0.0,114.0
2008,11,4,STL,0.0,0.0
2008,11,4,TPA,0.0,0.0
2008,11,4,TUS,0.0,0.0
2008,11,4,ALB,0.0,0.0
2008,11,4,FLL,0.0,0.0
2008,11,4,AUS,0.0,5.0
2008,11,4,BNA,0.0,0.0
2008,11,4,HRL,0.0,3.0
2008,11,4,PHL,0.0,8.0
2008,11,4,BDL,0.0,0.0
2008,11,4,BHM,0.0,0.0
2008,11,4,JAX,0.0,0.0
2008,11,4,MSY,0.0,0.0
2008,11,4,SDF,0.0,0.0
2008,11,4,CLE,0.0,0.0
2008,11,4,CMH,0.0,0.0
2008,11,4,DTW,0.0,0.0
2008,11,4,ONT,0.0,28.0
2008,11,4,ORF,0.0,89.0
2008,11,4,PVD,0.0,0.0
2008,11,4,RDU,0.0,234.0
2008,11,4,SAT,0.0,0.0
2008,11,4,BOI,0.0,5.0
2008,11,4,GEG,0.0,48.0
2008,11,4,RNO,0.0,0.0
2008,11,4,BUF,0.0,0.0
2008,11,4,BUR,0.0,0.0
2008,11,4,SJC,0.0,0.0
2008,11,4,SMF,0.0,0.0
2008,11,4,IND,0.0,0.0
2008,11,4,ISP,0.0,0.0
2008,11,4,JAN,0.0,0.0
2008,11,4,LIT,0.0,0.0
2008,11,4,MHT,0.0,0.0
2008,11,4,OKC,0.0,0.0
2008,11,4,PBI,0.0,0.0
2008,11,4,PIT,0.0,0.0
2008,11,4,RSW,0.0,0.0
2008,11,4,CRP,0.0,0.0
2008,11,4,TUL,0.0,0.0
2008,11,4,OMA,0.0,0.0
2008,11,4,SFO,0.0,0.0
2008,11,4,SNA,0.0,43.0
2008,11,4,IAD,0.0,8.0
2008,11,5,ABQ,0.0,0.0
2008,11,5,AMA,0.0,0.0
2008,11,5,BWI,0.0,8.0
2008,11,5,DAL,0.0,0.0
2008,11,5,DEN,0.0,13.0
2008,11,5,ELP,0.0,0.0
2008,11,5,HOU,0.0,0.0
2008,11,5,LAS,0.0,0.0
2008,11,5,LAX,0.0,0.0
2008,11,5,LBB,0.0,0.0
2008,11,5,MAF,0.0,0.0
2008,11,5,MCI,0.0,145.0
2008,11,5,MCO,0.0,0.0
2008,11,5,MDW,0.0,0.0
2008,11,5,OAK,0.0,0.0
2008,11,5,PDX,0.0,25.0
2008,11,5,PHX,0.0,0.0
2008,11,5,SAN,0.0,0.0
2008,11,5,SEA,0.0,0.0
2008,11,5,SLC,76.0,86.0
2008,11,5,STL,0.0,0.0
2008,11,5,TPA,0.0,0.0
2008,11,5,TUS,0.0,0.0
2008,11,5,ALB,0.0,0.0
2008,11,5,FLL,0.0,0.0
2008,11,5,AUS,0.0,0.0
2008,11,5,BNA,0.0,0.0
2008,11,5,HRL,0.0,0.0
2008,11,5,PHL,0.0,38.0
2008,11,5,BDL,0.0,15.0
2008,11,5,BHM,0.0,0.0
2008,11,5,JAX,0.0,0.0
2008,11,5,MSY,0.0,0.0
2008,11,5,SDF,0.0,0.0
2008,11,5,CLE,0.0,0.0
2008,11,5,CMH,0.0,0.0
2008,11,5,DTW,0.0,0.0
2008,11,5,ONT,0.0,0.0
2008,11,5,ORF,0.0,234.0
2008,11,5,PVD,0.0,36.0
2008,11,5,RDU,0.0,0.0
2008,11,5,SAT,0.0,0.0
2008,11,5,BOI,0.0,0.0
2008,11,5,GEG,0.0,0.0
2008,11,5,RNO,0.0,0.0
2008,11,5,BUF,0.0,0.0
