Year,Month,Day,APCode,Snow,Prcp
2008,7,2,SAN,0.0,0.0
2008,7,2,OAK,0.0,0.0
2008,7,2,PHX,0.0,0.0
2008,7,2,RNO,0.0,0.0
2008,7,2,SAT,0.0,0.0
2008,7,2,SFO,0.0,0.0
2008,7,2,SJC,0.0,0.0
2008,7,2,SMF,0.0,0.0
2008,7,2,TUS,0.0,0.0
2008,7,2,BNA,0.0,0.0
2008,7,2,BWI,0.0,0.0
2008,7,2,DAL,0.0,0.0
2008,7,2,DEN,0.0,0.0
2008,7,2,ELP,0.0,0.0
2008,7,2,HOU,0.0,0.0
2008,7,2,HRL,0.0,0.0
2008,7,2,LAS,0.0,0.0
2008,7,2,LAX,0.0,0.0
2008,7,2,MCO,0.0,0.0
2008,7,2,MDW,0.0,30.0
2008,7,2,PHL,0.0,0.0
2008,7,2,TPA,0.0,188.0
2008,7,2,SDF,0.0,0.0
2008,7,2,BHM,0.0,0.0
2008,7,2,STL,0.0,175.0
2008,7,2,SEA,0.0,0.0
2008,7,2,ABQ,0.0,0.0
2008,7,2,BOI,0.0,0.0
2008,7,2,GEG,0.0,0.0
2008,7,2,MCI,0.0,665.0
2008,7,2,SLC,0.0,0.0
2008,7,2,BUR,0.0,0.0
2008,7,2,ONT,0.0,0.0
2008,7,2,PDX,0.0,0.0
2008,7,2,SNA,0.0,0.0
2008,7,2,CLE,0.0,33.0
2008,7,2,CMH,0.0,0.0
2008,7,2,DTW,0.0,348.0
2008,7,2,FLL,0.0,20.0
2008,7,2,LIT,0.0,0.0
2008,7,2,OKC,0.0,0.0
2008,7,2,OMA,0.0,109.0
2008,7,2,TUL,0.0,0.0
2008,7,2,ALB,0.0,0.0
2008,7,2,AUS,0.0,112.0
2008,7,2,BDL,0.0,0.0
2008,7,2,BUF,0.0,0.0
2008,7,2,IAD,0.0,0.0
2008,7,2,IND,0.0,0.0
2008,7,2,ISP,0.0,13.0
2008,7,2,JAX,0.0,0.0
2008,7,2,MHT,0.0,38.0
2008,7,2,MSY,0.0,18.0
2008,7,2,ORF,0.0,0.0
2008,7,2,PBI,0.0,109.0
2008,7,2,PIT,0.0,0.0
2008,7,2,PVD,0.0,0.0
2008,7,2,RDU,0.0,0.0
2008,7,3,ABQ,0.0,48.0
2008,7,3,AMA,0.0,18.0
2008,7,3,BWI,0.0,0.0
2008,7,3,DAL,0.0,0.0
2008,7,3,DEN,0.0,0.0
2008,7,3,ELP,0.0,0.0
2008,7,3,HOU,0.0,0.0
2008,7,3,LAS,0.0,0.0
2008,7,3,LAX,0.0,0.0
2008,7,3,LBB,0.0,0.0
2008,7,3,MAF,0.0,0.0
2008,7,3,MCI,0.0,102.0
2008,7,3,MCO,0.0,0.0
2008,7,3,MDW,0.0,0.0
2008,7,3,OAK,0.0,0.0
2008,7,3,PDX,0.0,66.0
2008,7,3,PHX,0.0,0.0
2008,7,3,SAN,0.0,0.0
2008,7,3,SEA,0.0,64.0
2008,7,3,SLC,0.0,0.0
2008,7,3,STL,0.0,76.0
2008,7,3,TPA,0.0,0.0
2008,7,3,TUS,0.0,3.0
2008,7,3,ALB,0.0,28.0
2008,7,3,AUS,0.0,0.0
2008,7,3,BNA,0.0,0.0
2008,7,3,FLL,0.0,3.0
2008,7,3,HRL,0.0,0.0
2008,7,3,PHL,0.0,0.0
2008,7,3,BDL,0.0,25.0
2008,7,3,BHM,0.0,0.0
2008,7,3,JAX,0.0,0.0
2008,7,3,MSY,0.0,5.0
2008,7,3,SDF,0.0,0.0
2008,7,3,CLE,0.0,124.0
2008,7,3,CMH,0.0,48.0
2008,7,3,DTW,0.0,91.0
2008,7,3,ONT,0.0,0.0
2008,7,3,ORF,0.0,0.0
2008,7,3,PVD,0.0,0.0
2008,7,3,RDU,0.0,0.0
2008,7,3,SAT,0.0,20.0
2008,7,3,BOI,0.0,0.0
2008,7,3,GEG,0.0,0.0
